Processo;Superintendencia;Ano_instauracao;Tipologia_processo;Grupo_economico;Servico_telecom;Renuncia;Valor_multa
535000581422017;Superintendencia 2;2018;Obstrução à Fiscalização;Outros;SCM;Não;15016,96
535000583042017;Superintendencia 2;2018;Obstrução à Fiscalização;Grupo 1;STFC;Não;233362,87
535000648022017;Superintendencia 2;2018;Obstrução à Fiscalização;Grupo 3;STFC;Sim;37469,32
535000678482017;Superintendencia 2;2018;Obstrução à Fiscalização;Outros;SMP;Sim;440,00
535000678512017;Superintendencia 2;2018;Obstrução à Fiscalização;Outros;SMP;Não;440,00
535000678612017;Superintendencia 2;2018;Obstrução à Fiscalização;Outros;SMP;Não;538,22
535000685092017;Superintendencia 2;2018;Obstrução à Fiscalização;Outros;SMP;Não;538,22
535000697212017;Superintendencia 2;2018;Obstrução à Fiscalização;Outros;SMP;Não;538,22
535000707532017;Superintendencia 2;2018;Obstrução à Fiscalização;Outros;SCM;Sim;324880,60
535000733242017;Superintendencia 2;2018;Obstrução à Fiscalização;Grupo 2;SMP;Não;26804,05
535000736032017;Superintendencia 2;2018;Obstrução à Fiscalização;Outros;SCM;Não;20000,00
535000736152017;Superintendencia 2;2018;Obstrução à Fiscalização;Outros;SCM;Não;50000,00
535000736162017;Superintendencia 2;2018;Obstrução à Fiscalização;Outros;SCM;Não;3971,94
535000736282017;Superintendencia 2;2018;Obstrução à Fiscalização;Outros;SCM;Não;51000,00
535000736302017;Superintendencia 2;2018;Obstrução à Fiscalização;Outros;SCM;Não;100000,00
535000736322017;Superintendencia 2;2018;Obstrução à Fiscalização;Outros;SCM;Não;448,80
535000736392017;Superintendencia 2;2018;Obstrução à Fiscalização;Outros;SCM;Não;448,40
535000736402017;Superintendencia 2;2018;Obstrução à Fiscalização;Outros;SCM;Não;440,00
535000736412017;Superintendencia 2;2018;Obstrução à Fiscalização;Outros;SCM;Não;5264,86
535000736452017;Superintendencia 2;2018;Obstrução à Fiscalização;Outros;SCM;Não;330000,00
535000736472017;Superintendencia 2;2018;Obstrução à Fiscalização;Outros;SCM;Não;11570,10
535000736502017;Superintendencia 2;2018;Obstrução à Fiscalização;Outros;SCM;Não;330000,00
535000736512017;Superintendencia 2;2018;Obstrução à Fiscalização;Outros;SCM;Não;20000,00
535000736562017;Superintendencia 2;2017;Obstrução à Fiscalização;Grupo 3;SCM;Não;20000,00
535000736572017;Superintendencia 2;2017;Obstrução à Fiscalização;Grupo 4;STFC;Não;202000,00
535000736592017;Superintendencia 1;2018;Obstrução à Fiscalização;Outros;SCM;Não;11338,54
535000736602017;Superintendencia 2;2018;Obstrução à Fiscalização;Outros;SCM;Sim;5264,85
535000736632017;Superintendencia 2;2018;Obstrução à Fiscalização;Outros;STFC;Não;20000,00
535000736652017;Superintendencia 2;2018;Obstrução à Fiscalização;Outros;SCM;Não;2644,14
535000736672017;Superintendencia 2;2018;Obstrução à Fiscalização;Outros;SCM;Não;440,00
535000736692017;Superintendencia 2;2018;Obstrução à Fiscalização;Outros;SCM;Sim;440,00
535000736712017;Superintendencia 2;2018;Obstrução à Fiscalização;Outros;SEAC;Não;20000,00
535000736822017;Superintendencia 2;2018;Obstrução à Fiscalização;Outros;SCM;Não;440,00
535000736832017;Superintendencia 1;2017;Obrigações Legais e Contratuais;Grupo 4;SCM;Não;101000,00
535000736852017;Superintendencia 1;2017;Obrigações Legais e Contratuais;Grupo 3;SCM;Não;20000,00
535000736872017;Superintendencia 1;2018;Direitos do Consumidor - SCM;Outros;SCM;Não;50000,00
535000736882017;Superintendencia 1;2017;Obrigações Legais e Contratuais;Outros;SEAC;Não;21000,00
535000736902017;Superintendencia 1;2017;Obstrução à Fiscalização;Grupo 6;SEAC;Não;53000,00
535000736962017;Superintendencia 1;2017;Obstrução à Fiscalização;Outros;SMP;Não;102000,00
535000736972017;Superintendencia 1;2017;Obstrução à Fiscalização;Outros;SCM;Não;20000,00
535000737002017;Superintendencia 2;2017;Não Outorgado - Serviço;Outros;SCM;Não;440,00
535000737012017;Superintendencia 1;2017;Obstrução à Fiscalização;Grupo 1;SCM;Não;20000,00
535000737022017;Superintendencia 1;2017;Obstrução à Fiscalização;Grupo 3;SCM;Não;440,00
535000737042017;Superintendencia 2;2017;Não Outorgado - Radiofrequência;Outros;SCM;Não;440,00
535000737062017;Superintendencia 2;2017;Não Outorgado - Radiofrequência;Outros;SCM;Sim;20000,00
535000737072017;Superintendencia 2;2017;Não Outorgado - Radiofrequência;Outros;SCM;Sim;2734,60
535000737092017;Superintendencia 2;2017;Não Outorgado - Radiofrequência;Outros;SCM;Sim;444,40
535000737102017;Superintendencia 2;2017;Não Outorgado - Radiofrequência;Outros;SCM;Não;20000,00
535000737112017;Superintendencia 1;2017;Obstrução à Fiscalização;Outros;SCM;Não;18360,00
535000737132017;Superintendencia 2;2017;Obstrução à Fiscalização;Outros;SCM;Não;448,80
535000737142017;Superintendencia 2;2017;Obstrução à Fiscalização;Outros;SCM;Sim;444,40
535000737152017;Superintendencia 2;2017;Obstrução à Fiscalização;Outros;SCM;Não;20000,00
535000737162017;Superintendencia 2;2017;Obstrução à Fiscalização;Outros;SCM;Não;440,00
535000737172017;Superintendencia 2;2017;Obstrução à Fiscalização;Outros;SCM;Não;20400,00
535000737182017;Superintendencia 2;2017;Obstrução à Fiscalização;Outros;SCM;Não;20000,00
535000737202017;Superintendencia 2;2017;Obstrução à Fiscalização;Outros;SCM;Não;20000,00
535000737222017;Superintendencia 2;2017;Obstrução à Fiscalização;Outros;SCM;Não;440,00
535000737232017;Superintendencia 2;2017;Obstrução à Fiscalização;Outros;SCM;Sim;440,00
535000737242017;Superintendencia 2;2017;Obstrução à Fiscalização;Outros;SCM;Sim;2487,08
535000737262017;Superintendencia 2;2017;Obstrução à Fiscalização;Outros;SCM;Não;440,00
535000737292017;Superintendencia 2;2017;Obstrução à Fiscalização;Outros;SCM;Não;440,00
535000737312017;Superintendencia 2;2017;Obstrução à Fiscalização;Outros;SCM;Não;100000,00
535000737322017;Superintendencia 2;2017;Obstrução à Fiscalização;Outros;SCM;Sim;440,00
535000737332017;Superintendencia 2;2017;Não Outorgado - Serviço;Outros;SCM;Não;15000,00
535000738652017;Superintendencia 2;2017;Obstrução à Fiscalização;Outros;SCM;Não;50000,00
535000756122017;Superintendencia 2;2017;Obstrução à Fiscalização;Outros;SCM;Não;7930,08
535000756152017;Superintendencia 2;2017;Obstrução à Fiscalização;Outros;SCM;Não;20000,00
535000756182017;Superintendencia 2;2017;Obstrução à Fiscalização;Outros;SCM;Não;8710,31
535000756192017;Superintendencia 2;2017;Obstrução à Fiscalização;Outros;SCM;Não;440,00
535000756202017;Superintendencia 2;2017;Obstrução à Fiscalização;Outros;SCM;Não;3116,48
535000756232017;Superintendencia 2;2017;Obstrução à Fiscalização;Outros;SCM;Não;50000,00
535000756242017;Superintendencia 2;2017;Obstrução à Fiscalização;Outros;SCM;Não;330000,00
535000756282017;Superintendencia 2;2017;Obstrução à Fiscalização;Outros;SCM;Não;50000,00
535000756292017;Superintendencia 2;2017;Obstrução à Fiscalização;Outros;SCM;Sim;4061,51
535000756302017;Superintendencia 2;2017;Obstrução à Fiscalização;Grupo 2;SCM;Não;20000,00
535000756332017;Superintendencia 2;2017;Obstrução à Fiscalização;Outros;SCM;Não;50000,00
535000756372017;Superintendencia 2;2017;Obstrução à Fiscalização;Outros;SCM;Não;20000,00
535000756382017;Superintendencia 2;2017;Obstrução à Fiscalização;Outros;SCM;Não;909,89
535000756392017;Superintendencia 2;2017;Obstrução à Fiscalização;Outros;SCM;Não;101000,00
535000756412017;Superintendencia 2;2017;Obstrução à Fiscalização;Outros;STFC;Não;5646,21
535000756422017;Superintendencia 2;2017;Obstrução à Fiscalização;Outros;SCM;Não;8748,72
535000756432017;Superintendencia 2;2017;Obstrução à Fiscalização;Outros;SCM;Não;20000,00
535000766712017;Superintendencia 2;2017;Obstrução à Fiscalização;Outros;SCM;Não;440,00
535000766772017;Superintendencia 2;2017;Obstrução à Fiscalização;Outros;SCM;Sim;20199,99
535000766802017;Superintendencia 2;2017;Obstrução à Fiscalização;Outros;SCM;Não;670,28
535000806102017;Superintendencia 2;2017;Obstrução à Fiscalização;Outros;SMP;Não;657,82
535000862572017;Superintendencia 2;2017;Obstrução à Fiscalização;Outros;SCM;Não;178,06
535002082732015;Superintendencia 2;2017;Obstrução à Fiscalização;Grupo 2;SMP;Não;531717,82
535002082742015;Superintendencia 2;2017;Obstrução à Fiscalização;Grupo 1;SMP;Não;36078,87
535002105862015;Superintendencia 2;2017;Obstrução à Fiscalização;Outros;SCM;Não;330000,00
535002105892015;Superintendencia 2;2017;Obstrução à Fiscalização;Grupo 2;SCM;Não;330000,00
535002105902015;Superintendencia 2;2017;Obstrução à Fiscalização;Outros;SCM;Não;339900,00
535002105972015;Superintendencia 2;2017;Obstrução à Fiscalização;Outros;SCM;Não;330000,00
535002106102015;Superintendencia 2;2017;Obstrução à Fiscalização;Outros;SCM;Não;330000,00
535002106112015;Superintendencia 2;2017;Obstrução à Fiscalização;Outros;SCM;Não;302940,00
535002106132015;Superintendencia 2;2017;Obstrução à Fiscalização;Outros;SCM;Não;330000,00
535002106152015;Superintendencia 2;2017;Obstrução à Fiscalização;Outros;SCM;Não;12817,87
535002106182015;Superintendencia 2;2017;Obstrução à Fiscalização;Outros;SCM;Não;20200,00
535002106192015;Superintendencia 2;2017;Obstrução à Fiscalização;Outros;SCM;Não;20000,00
535002106202015;Superintendencia 2;2017;Obstrução à Fiscalização;Outros;SCM;Sim;20000,00
535002106222015;Superintendencia 2;2017;Obstrução à Fiscalização;Outros;SCM;Não;330000,00
535002106232015;Superintendencia 2;2017;Obstrução à Fiscalização;Outros;SCM;Não;330000,00
535002106242015;Superintendencia 2;2017;Obstrução à Fiscalização;Outros;SCM;Não;333300,00
535002106252015;Superintendencia 2;2017;Obstrução à Fiscalização;Outros;SCM;Não;20000,00
535002106272015;Superintendencia 2;2017;Obstrução à Fiscalização;Outros;SCM;Não;330000,00
535002115242015;Superintendencia 2;2017;Obstrução à Fiscalização;Outros;SCM;Não;440,00
535002115882015;Superintendencia 2;2017;Obstrução à Fiscalização;Outros;SCM;Não;440,00
535040002032015;Superintendencia 2;2017;Obstrução à Fiscalização;Outros;SMP;Não;300,00
535040002502017;Superintendencia 2;2017;Não Outorgado - Radiofrequência;Outros;SCM;Não;8178,60
535040020662015;Superintendencia 2;2016;Não Outorgado - Radiofrequência;Outros;SCM;Sim;3134,67
535040022052016;Superintendencia 1;2015;Licenciamento de Estação;Grupo 1;SCM;Não;440,00
535040022402016;Superintendencia 2;2015;Obstrução à Fiscalização;Outros;SEAC;Não;3333,00
535040022542016;Superintendencia 2;2015;Obstrução à Fiscalização;Grupo 3;SMP;Não;752909,06
535040023142015;Superintendencia 2;2015;Obstrução à Fiscalização;Outros;SCM;Não;5078,22
535040024842016;Superintendencia 2;2015;Obstrução à Fiscalização;Outros;SCM;Não;3472,75
535040024942013;Superintendencia 2;2015;Obstrução à Fiscalização;Outros;SCM;Não;3510,08
535040024952013;Superintendencia 2;2015;Obstrução à Fiscalização;Outros;SCM;Sim;3010,08
535040026752018;Superintendencia 2;2015;Obstrução à Fiscalização;Outros;SMP;Não;598,02
535040026762018;Superintendencia 2;2015;Obstrução à Fiscalização;Grupo 3;SMP;Sim;5000,00
535040026992014;Superintendencia 2;2015;Obstrução à Fiscalização;Outros;SCM;Sim;188306,09
535040027002014;Superintendencia 2;2015;Obstrução à Fiscalização;Grupo 2;SMP;Não;5000,00
535040027012014;Superintendencia 2;2015;Obstrução à Fiscalização;Grupo 4;SMP;Sim;5000,00
535040029272014;Superintendencia 2;2015;Obstrução à Fiscalização;Outros;SMP;Não;5345,49
535040029542013;Superintendencia 2;2015;Obstrução à Fiscalização;Outros;SCM;Sim;2558,57
535040029562013;Superintendencia 2;2015;Obstrução à Fiscalização;Outros;SCM;Sim;3010,08
535040029722018;Superintendencia 1;2016;Outros;Outros;SMP;Não;1098,02
535040029812015;Superintendencia 1;2016;Direitos do Consumidor - SCM;Outros;SMP;Não;97600,00
535040031082018;Superintendencia 2;2016;Não Outorgado - Radiofrequência;Outros;SCM;Não;4000,00
535040031262013;Superintendencia 2;2016;Não Outorgado - Radiofrequência;Outros;SCM;Não;2487,23
535040031272013;Superintendencia 2;2016;Licenciamento de Estação;Grupo 2;SCM;Não;3447,64
535040032702016;Superintendencia 2;2013;Certificação de Produtos;Outros;SMP;Não;2000,00
535040032902013;Superintendencia 2;2019;Licenciamento de Estação;Grupo 2;SCM;Não;5345,49
535040033562016;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;7190,21
535040033672013;Superintendencia 2;2017;Não Outorgado - Serviço;Outros;SCM;Não;440,00
535040033682013;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Não;2672,75
535040033692013;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;1505,04
535040034342016;Superintendencia 2;2017;Certificação de Produtos;Outros;SCM;Não;637042,32
535040034382016;Superintendencia 1;2013;Interconexão;Outros;SCM;Não;2672,75
535040035162015;Superintendencia 2;2016;Irregularidade Técnica;Grupo 2;SCM;Não;5595,49
535040035172015;Superintendencia 1;2013;Direitos do Consumidor - SCM;Outros;SCM;Não;440,00
535040037422017;Superintendencia 2;2017;Irregularidade Técnica;Grupo 2;SMP;Não;598,02
535040038332017;Superintendencia 1;2013;Não Outorgado - Radiofrequência;Outros;SMP;Sim;598,03
535040038562013;Superintendencia 2;2013;Outros;Grupo 4;STFC;Sim;24876,70
535040039052017;Superintendencia 2;2013;Licenciamento de Estação;Outros;SCM;Não;440,00
535040039222014;Superintendencia 2;2017;Certificação e Não Outorgado - Radiofrequência;Outros;SCM;Sim;2872,75
535040041372016;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Sim;4809,73
535040041492013;Superintendencia 2;2013;Outros;Outros;SCM;Não;440,00
535040041512013;Superintendencia 2;2015;Outros;Outros;SCM;Não;5446,43
535040043142013;Superintendencia 2;2013;Interconexão;Grupo 2;STFC;Não;351250,06
535040043522013;Superintendencia 2;2015;Outros;Outros;SEAC;Não;880,00
535040044332013;Superintendencia 2;2016;Licenciamento de Estação;Outros;SCM;Não;880,00
535040044342013;Superintendencia 2;2016;Certificação de Produtos;Outros;SCM;Não;625,70
535040044352013;Superintendencia 1;2017;Outros;Grupo 3;SCM;Não;5645,49
535040044362013;Superintendencia 2;2015;Não Outorgado - Serviço;Outros;SCM;Não;4010,08
535040044852013;Superintendencia 2;2016;Não Outorgado - Serviço;Grupo 2;STFC;Sim;158160,76
535040046142013;Superintendencia 2;2013;Outros;Outros;SCM;Não;3835,08
535040046842014;Superintendencia 2;2013;Outros;Outros;SCM;Não;1340,80
535040046852014;Superintendencia 2;2016;Não Outorgado - Radiofrequência;Outros;SCM;Não;2872,75
535040046862014;Superintendencia 2;2018;Não Outorgado - Radiofrequência;Outros;SCM;Não;2912,75
535040047752015;Superintendencia 2;2018;Licenciamento de Estação;Grupo 3;SCM;Não;440,00
535040050072013;Superintendencia 2;2014;Licenciamento de Estação;Grupo 4;SEAC;Não;6170,35
535040050242015;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535040050762013;Superintendencia 2;2013;Outros;Outros;SCM;Não;3510,08
535040050772013;Superintendencia 2;2013;Outros;Outros;SCM;Sim;220,00
535040051412016;Superintendencia 2;2017;Certificação de Produtos;Outros;SCM;Não;6775,48
535040051462013;Superintendencia 2;2018;Não Outorgado - Serviço;Outros;SCM;Não;3010,08
535040051932014;Superintendencia 2;2015;Certificação de Produtos;Outros;SCM;Não;2405,47
535040051942014;Superintendencia 2;2015;Não Outorgado - Serviço e Radiofrequência;Outros;SCM;Não;2892,30
535040051952014;Superintendencia 2;2014;Outros;Outros;SCM;Sim;2052,00
535040051962014;Superintendencia 2;2014;Outros;Outros;SCM;Não;2672,75
535040052002014;Superintendencia 2;2018;Obstrução à Fiscalização;Outros;SCM;Não;675,00
535040052012014;Superintendencia 2;2013;Certificação e Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535040052912015;Superintendencia 2;2013;Licenciamento de Estação;Grupo 2;SMP;Não;5000,00
535040052962013;Superintendencia 2;2016;Certificação de Produtos;Outros;SCM;Sim;2527,84
535040053492013;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Não;441183,75
535040053922013;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;5446,38
535040053932013;Superintendencia 2;2013;Outros;Outros;SCM;Não;502,80
535040053942013;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Não;440,00
535040053952013;Superintendencia 2;2013;Outros;Outros;SCM;Não;3510,08
535040053962013;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;640,00
535040054062015;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SMP;Não;4800,00
535040054132017;Superintendencia 2;2015;Não Outorgado - Serviço;Outros;SCM;Não;5345,49
535040054882013;Superintendencia 2;2017;Certificação e Não Outorgado - Radiofrequência;Outros;SCM;Não;4361,09
535040054902013;Superintendencia 2;2017;Certificação de Produtos;Outros;SCM;Não;5595,49
535040055692013;Superintendencia 1;2013;Outros;Grupo 4;STFC;Sim;10193,48
535040055702013;Superintendencia 2;2017;Licenciamento de Estação;Outros;SCM;Não;7928,22
535040055712013;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Não;220,00
535040055722013;Superintendencia 2;2016;Não Outorgado - Serviço;Outros;SCM;Não;3010,08
535040055992017;Superintendencia 2;2013;Licenciamento de Estação;Outros;SCM;Não;440,00
535040056402015;Superintendencia 1;2013;Interconexão;Grupo 2;SCM;Não;5452,40
535040057422013;Superintendencia 1;2013;Descumprimento de Determinação;Outros;SEAC;Não;6182,74
535040057952017;Superintendencia 2;2016;Não Outorgado - Radiofrequência;Outros;SCM;Sim;440,00
535040058372016;Superintendencia 1;2013;Certificação e Não Outorgado - Serviço;Outros;SCM;Não;5543,67
535040058472014;Superintendencia 2;2013;Licenciamento de Estação;Grupo 3;SMP;Sim;5000,00
535040058482014;Superintendencia 2;2013;Outros;Outros;SCM;Não;757,50
535040058492014;Superintendencia 2;2013;Outros;Outros;SCM;Sim;900,00
535040058692015;Superintendencia 1;2013;Outros;Grupo 2;SCM;Sim;6300,00
535040059522017;Superintendencia 2;2013;Não Outorgado - Serviço;Outros;SCM;Sim;5078,21
535040060832013;Superintendencia 2;2014;Outros;Outros;SCM;Sim;2644,05
535040061802017;Superintendencia 2;2014;Não Outorgado - Serviço;Outros;SCM;Não;2180,96
535040061962013;Superintendencia 2;2015;Descumprimento de Determinação;Outros;SCM;Não;10892,87
535040062162014;Superintendencia 2;2013;Outros;Outros;SMP;Não;4000,00
535040062322017;Superintendencia 2;2017;Não Outorgado - Radiofrequência;Outros;SCM;Não;2672,75
